date,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2019-08-07,105.23,105.136,105.636,105.094,635,6867969.0,0.52,-0.09,-0.098,0.04
2019-08-08,105.136,105.256,105.435,104.957,415,4485814.0,0.45,0.11,0.12,0.03
2019-08-09,105.284,105.656,105.679,105.246,339,3672366.0,0.41,0.38,0.4,0.02
2019-08-12,105.678,105.575,105.678,105.356,310,3359754.0,0.3,-0.08,-0.081,0.02
2019-08-13,105.576,105.686,106.055,105.473,580,6296797.0,0.55,0.11,0.111,0.04
2019-08-14,105.687,105.746,106.139,105.615,1387,15073392.0,0.5,0.06,0.06,0.09
2019-08-15,105.637,105.702,106.034,105.556,559,6071050.0,0.45,-0.04,-0.044,0.04
2019-08-16,105.702,105.566,105.736,105.51,579,6279258.0,0.21,-0.13,-0.136,0.04
2019-08-19,105.367,105.425,105.582,105.366,565,6120994.0,0.2,-0.13,-0.141,0.04
2019-08-20,105.354,105.335,105.486,105.315,346,3744111.0,0.16,-0.09,-0.09,0.02
2019-08-21,105.145,105.277,105.535,105.137,637,6888502.0,0.38,-0.06,-0.058,0.04
2019-08-22,105.176,105.237,105.277,105.146,698,7550497.0,0.12,-0.04,-0.04,0.05
2019-08-23,104.937,105.122,105.196,104.937,896,9678890.0,0.25,-0.11,-0.115,0.06
2019-08-26,105.186,105.356,105.359,105.186,1261,13642453.0,0.16,0.22,0.234,0.08
2019-08-27,105.336,105.221,105.336,104.956,945,10212738.0,0.36,-0.13,-0.135,0.06
2019-08-28,105.225,105.268,105.295,105.221,1023,11062377.0,0.07,0.04,0.047,0.07
2019-08-29,105.267,105.368,105.403,105.146,1476,15959135.0,0.24,0.09,0.1,0.1
2019-08-30,105.176,105.295,105.368,105.176,1285,13897779.0,0.18,-0.07,-0.073,0.08
2019-09-02,105.237,105.186,105.331,105.136,553,5978112.0,0.19,-0.1,-0.109,0.04
2019-09-03,105.197,105.187,105.376,105.156,525,5675197.0,0.21,0.0,0.001,0.03
2019-09-04,105.186,105.197,105.226,105.186,756,8169804.0,0.04,0.01,0.01,0.05
2019-09-05,105.266,105.277,105.287,105.155,970,10486326.0,0.13,0.08,0.08,0.06
2019-09-06,105.269,105.526,105.546,105.036,667,7223247.0,0.48,0.24,0.249,0.04
2019-09-09,105.239,105.357,105.486,105.236,496,5368788.0,0.24,-0.16,-0.169,0.03
2019-09-10,105.356,105.257,105.356,105.246,254,2746683.0,0.1,-0.09,-0.1,0.02
2019-09-11,105.139,105.266,105.302,105.139,557,6020901.0,0.15,0.01,0.009,0.04
2019-09-12,105.237,105.135,105.246,105.135,445,4808174.0,0.11,-0.12,-0.131,0.03
2019-09-16,105.135,104.988,105.135,104.936,944,10187270.0,0.19,-0.14,-0.147,0.06
2019-09-17,104.993,105.055,105.156,104.993,437,4717743.0,0.16,0.06,0.067,0.03
2019-09-18,104.966,104.977,105.115,104.966,375,4044756.0,0.14,-0.07,-0.078,0.02
2019-09-19,104.975,104.935,105.037,104.924,413,4452505.0,0.11,-0.04,-0.042,0.03
2019-09-20,104.917,104.949,104.949,104.917,235,2533268.0,0.03,0.01,0.014,0.02
2019-09-23,104.966,104.961,105.027,104.774,539,5812535.0,0.24,0.01,0.012,0.04
2019-09-24,104.939,104.935,104.992,104.896,418,4509788.0,0.09,-0.02,-0.026,0.03
2019-09-25,104.935,104.926,104.937,104.904,263,2834669.0,0.03,-0.01,-0.009,0.02
2019-09-26,104.871,104.666,104.878,104.646,218,2346529.0,0.22,-0.25,-0.26,0.01
2019-09-27,104.646,104.56,104.766,104.56,132,1419175.0,0.2,-0.1,-0.106,0.01
2019-09-30,104.558,104.566,104.719,104.39,411,4413664.0,0.31,0.01,0.006,0.03
2019-10-08,104.536,104.675,104.675,104.536,491,5277724.0,0.13,0.1,0.109,0.03
2019-10-09,104.738,104.837,104.856,104.738,548,5902242.0,0.11,0.15,0.162,0.04
2019-10-10,104.855,104.856,104.904,104.786,498,5365355.0,0.11,0.02,0.019,0.03
2019-10-11,104.666,104.734,104.797,104.655,180,1936843.0,0.14,-0.12,-0.122,0.01
2019-10-14,104.734,104.671,104.737,104.542,419,4505966.0,0.19,-0.06,-0.063,0.03
2019-10-15,104.761,104.66,104.761,104.589,206,2215005.0,0.16,-0.01,-0.011,0.01
2019-10-16,104.626,104.627,104.656,104.618,117,1257657.0,0.04,-0.03,-0.033,0.01
2019-10-17,104.626,104.646,104.647,104.607,161,1730824.0,0.04,0.02,0.019,0.01
2019-10-18,104.796,104.555,104.796,104.536,370,3977475.0,0.25,-0.09,-0.091,0.02
2019-10-21,104.555,104.386,104.555,104.385,227,2436290.0,0.16,-0.16,-0.169,0.02
2019-10-22,104.307,104.256,104.307,104.255,349,3741893.0,0.05,-0.12,-0.13,0.02
2019-10-23,104.299,104.277,104.299,104.276,180,1928645.0,0.02,0.02,0.021,0.01
2019-10-24,104.776,104.312,104.776,104.312,202,2165779.0,0.44,0.03,0.035,0.01
2019-10-25,104.311,104.258,104.311,104.247,413,4424460.0,0.06,-0.05,-0.054,0.03
2019-10-28,104.258,104.057,104.258,104.056,461,4930974.0,0.19,-0.19,-0.201,0.03
2019-10-29,103.859,103.785,104.052,103.736,444,4736278.0,0.3,-0.26,-0.272,0.03
2019-10-30,103.836,103.636,103.836,103.635,121,1294867.0,0.19,-0.14,-0.149,0.01
2019-10-31,103.836,103.787,103.836,103.647,408,4348939.0,0.18,0.15,0.151,0.03
2019-11-01,103.836,103.877,103.981,103.836,510,5441118.0,0.14,0.09,0.09,0.03
2019-11-04,103.687,103.81,103.877,103.687,560,5974062.0,0.18,-0.06,-0.067,0.04
2019-11-05,103.739,103.936,103.936,103.739,652,6964192.0,0.19,0.12,0.126,0.04
2019-11-06,103.896,104.037,104.085,103.896,345,3687783.0,0.18,0.1,0.101,0.02
2019-11-07,104.036,104.016,104.116,103.996,383,4094443.0,0.12,-0.02,-0.021,0.03
2019-11-08,103.996,103.851,103.996,103.846,800,8541405.0,0.14,-0.16,-0.165,0.05
2019-11-11,103.937,104.017,104.131,103.853,1320,14096289.0,0.27,0.16,0.166,0.09
2019-11-12,104.059,104.084,104.132,104.059,649,6942074.0,0.07,0.06,0.067,0.04
2019-11-13,104.185,104.232,104.233,104.185,754,8072724.0,0.05,0.14,0.148,0.05
2019-11-14,104.28,104.348,104.385,104.232,966,10355389.0,0.15,0.11,0.116,0.06
